owner_name,first_name,patronymic,last_name,declaration_year,office,position,url
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2019,УПО в Тернопільській області,Поліцейський,https://declarations.com.ua/declaration/nacp_27731259-808e-4006-84e0-c851c82c243b
Мельник Юрій Володимирович,Ольга,Михайлівна,Мельник,2019,Прокуратура Львівської області,прокурор відділу,https://declarations.com.ua/declaration/nacp_ee174fc5-d345-4310-9da8-b3b98d8263c8
Гембік Павло Миколайович,Андрій,Володимирович,Бутківський,2019,Ружинське відділення поліції Бердичівського ВП ГУНП в Житомирській області,інспектор з контролю за обігом зброї у сфері дозільної системи,https://declarations.com.ua/declaration/nacp_b4ec8453-4592-43e8-9294-a07e896fcfff
Гембік Павло Миколайович,Андрій,Володимирович,Бутківський,2018,Ружинське відділення поліції Бердичівського ВП ГУНП в Житомирській області,інспектор з контролю за обігом зброї у сфері дозільної системи,https://declarations.com.ua/declaration/nacp_76d93895-7f8b-4d2c-a3e2-91fe47e50d52
Гембік Павло Миколайович,Андрій,Володимирович,Бутківський,2019,Ружинське відділення поліції Бердичівського ВП ГУНП в Житомирській області,інспектор з контролю за обігом зброї у сфері дозільної системи,https://declarations.com.ua/declaration/nacp_b8d97eb1-2390-4000-8879-dd6d86078ddb
Гембік Павло Миколайович,Андрій,Володимирович,Бутківський,2018,Ружинське відділення поліції Бердичівського ВП ГУНП в Житомирській області,інспектор з контролю за обігом зброї у сфері дозільної системи,https://declarations.com.ua/declaration/nacp_1f976ad9-53a9-4c4e-af57-0395bbc20a74
Богдан Дмитро Васильович,Вікторія,Василівна,Шуляр,2018,Державна фіскальна служба України,головний державний інспектор,https://declarations.com.ua/declaration/nacp_4aaf91fc-7f54-46d1-a21f-eef386d07c08
Кравчик Сергій Петрович,Лілія,Миколаївна,Кравчик,2018,"Державна установа ""Маневицька виправна колонія (№ 42)""",молодший інспектор відділу нагляду та безпеки,https://declarations.com.ua/declaration/nacp_8cc9d410-e325-4ac1-a119-4df41d1cb58e
Савчук Сергій Михайлович,Сергій,Михайлович,Савчук,2019,Державне підприємство 45 експериментальний механічний завод,Начальник будівельної дільниці,https://declarations.com.ua/declaration/nacp_75fc5460-816f-49ba-8193-af54961dc7a9
Савчук Сергій Михайлович,Наталія,Ігорівна,Савчук,2018,Управління соціаліного захисту населення Кривоозерської районної державної адміністрації,"Головний спеціаліст відділу персоніфікованого обліку пільгової категорії громадян та з питань обслуговування інвалідів, ветеранів війни та праці",https://declarations.com.ua/declaration/nacp_8bd9e5ad-9d72-4818-b244-3d2e4f820f34
Савчук Сергій Михайлович,Наталія,Ігорівна,Савчук,2019,Управління соціального захисту населення Кривоозерської районної державної адміністрації,"Головний спеціаліст відділу персоніфікованого обліку пільгової категорії громадян та з питань обслуговування інвалідів, ветеранів війни та праці",https://declarations.com.ua/declaration/nacp_56ef2fd2-f95c-4860-a2f6-c36b4bd292de
Савчук Сергій Михайлович,Олег,Сергійович,Булгаков,2018,Рівненська митниця ДФС,"головний державний інспектор сектору охорони державної таємниці, технічного та криптографічного захисту інформації",https://declarations.com.ua/declaration/nacp_ae3f5aa6-cde2-4804-8660-5144535cde2c
Савчук Сергій Михайлович,Василь,Миколайович,Білецький,2020,Туличівська сільська рада,сільський голова,https://declarations.com.ua/declaration/nacp_e22a8300-8238-4dfc-b4b4-83836cf16aca
Савчук Сергій Михайлович,Василь,Миколайович,Білецький,2019,Туличівська сільська рада,сільський голова,https://declarations.com.ua/declaration/nacp_e93273dd-1761-4708-b9d4-75dd485b8573
Савчук Сергій Михайлович,Олег,Сергійович,Булгаков,2019,Поліська митниця Держмитслужби,головний державний інспектор сектору охорони державної таємниці,https://declarations.com.ua/declaration/nacp_39f8e652-01b3-4b3f-b54c-edbab31d471a
Савчук Сергій Михайлович,Василь,Миколайович,Білецький,2018,Туличівська сільська рада,сільський голова,https://declarations.com.ua/declaration/nacp_f0cf25f0-673f-43f2-a245-479073c129e5
Дружинович Сергій Олександрович,Сергій,Олександрович,Дружинович,2019,Заклад загальної середньої освіти І-ІІІ ст. №2 м.Ковель,вчитель предмету Захисту України,https://declarations.com.ua/declaration/nacp_bca9131c-344e-4238-94bd-04bd14c48f3f
Дружинович Сергій Олександрович,Тетяна,Іванівна,Дружинович,2019,ЗДО №4 ,інструктор з фізкультури,https://declarations.com.ua/declaration/nacp_b5ee1c10-e885-4f0c-ad74-11530bf91fb9
Карпук Олександр Сергійович,Людмила,Василівна,Карпук,2018,Управління Державної міграційної служби України в Херсонській області,Завідувач Високопільського районного сектору,https://declarations.com.ua/declaration/nacp_867782a6-144a-4d72-b46e-21962e310ec2
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"Дочірнє підприємство Державної компанії ""Укрспецекспорт"" - Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_85af6835-c1a8-41aa-a51a-e08fc06eeb5d
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"Дочірнє підприємство Державної компанії ""Укрспецекспорт"" - Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_35c663c1-e5d0-497a-8be5-fc12634851fb
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2019,"Дочірнє підприємство Державної компанії ""Укрспецекспорт"" - Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_99510627-daee-4c16-971c-ce529d34d29e
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_24f20466-1705-4cec-ab96-8adfca93b7c3
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2019,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_dd85bf1d-13eb-4a2d-a834-188d5306b4bb
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_153d7616-fd28-4193-bdf9-d1a865555318
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2019,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_370fb606-714f-4b81-96bc-09eac407a0d4
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_cadd59e0-2cfd-4703-a518-168d73a4141b
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,ДП ДГЗІФ Укрінмаш,заступник генерального директора,https://declarations.com.ua/declaration/nacp_21b17daa-fe9d-45ed-be5d-a9ad630c7bb0
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,ДП ДГЗІФ Укрінмаш,заступник генерального директора,https://declarations.com.ua/declaration/nacp_8d33b5b7-3039-4eee-b4d0-ba1f15380a6a
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_078b87cb-1482-4a7b-b91c-4c84a64519cc
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_342e98b8-e9a9-4597-b982-d5ecb51ddd9b
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_30e91b1e-3eda-4fcb-9651-7a83ea87aadd
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2018,"ДП ДГЗІФ ""Укрінмаш""",заступник генерального директора,https://declarations.com.ua/declaration/nacp_5a208f26-9935-4422-b6d6-475ca44038cc
Висоцький Богдан Юрійович,Богдан,Юрійович,Висоцький,2019,ДП ДГЗІФ Укрінмаш,заступник генерального директора,https://declarations.com.ua/declaration/nacp_91977ffb-cde9-46f4-9f40-120f325f0a22
Висоцький Богдан Юрійович,Тарас,Юрійович,Висоцький,2019,Жидичинська сільська рада,Депутат,https://declarations.com.ua/declaration/nacp_27bef6d5-ab3e-44d8-aa15-42a38ea9ebce
Висоцький Богдан Юрійович,Тарас,Юрійович,Висоцький,2018,Жидичинська сільська рада,Депутат,https://declarations.com.ua/declaration/nacp_fc69d316-06c1-45d0-ab8c-cfa45b24f56e
Солодов Олександр Володимирович,Ольга,Миколаївна,Солодова,2018,Головне управління статистики у Волинській області,"головний спеціаліст-економіст відділу збирання, введення і контролю даних соціальної статистики та роботи з постачальниками адміністративних даних управління збирання, введення і контролю даних статистичних спостережень, взаємодії з респондентами та роботи з постачальниками адміністративних даних ",https://declarations.com.ua/declaration/nacp_ee8e1d7a-74db-495c-b357-4adecfd9d9c0
Солодов Олександр Володимирович,Ольга,Миколаївна,Солодова,2019,Головне управління статистики у Волинській області,головний спеціаліст відділу збирання даних та взємодії з респондентами центрального регіону ,https://declarations.com.ua/declaration/nacp_316c158d-abf1-42d0-918d-e30b2b11ce82
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2018,Київське обласне управління Департаменту внутрішньої безпеки Національної поліції України,старший оперуповноважений в ОВС,https://declarations.com.ua/declaration/nacp_3f58ad20-49b2-4d26-98bd-4b557210de4b
Харченко Олександр Сергійович,Оксана,Миколаївна,Харченко,2019,Верховний Суд ,головний спеціаліст відділу нормативно-правової роботи та підготовки звернень до Конституційного Суду України,https://declarations.com.ua/declaration/nacp_228d1e0a-47c5-4c1e-a6e7-ebedde653418
Харченко Олександр Сергійович,Юлія,Миколаївна,Харченко,2019,Департамент житлово-комунального господарства Кам'янець-Подільської міської ради,головний спеціаліст-юрисконсульт,https://declarations.com.ua/declaration/nacp_a649b164-4553-404f-91db-7279343beca8
Харченко Олександр Сергійович,Оксана,Миколаївна,Харченко,2018,Верховний Суд ,головний спеціаліст відділу нормативно-правової роботи та підготовки звернень до Конституційного Суду України,https://declarations.com.ua/declaration/nacp_3a616c73-c109-451e-a927-04e2f690208b
Харченко Олександр Сергійович,Оксана,Миколаївна,Харченко,2018,Верховний Суд ,головний спеціаліст відділу нормативно-правової роботи та підготовки звернень до Конституційного Суду України,https://declarations.com.ua/declaration/nacp_93ef4fe7-2c25-4d5e-ac5f-421d3e3f6065
Харченко Олександр Сергійович,Юлія,Миколаївна,Харченко,2019,Департамент житлово-комунального господарства Кам'янець-Подільської міської ради,головний спеціаліст-юрисконсульт,https://declarations.com.ua/declaration/nacp_d36f035d-c0fa-483e-8531-d2279237aec3
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2018,7 ДЧСПТ 6 ДПРЗ ГУ ДСНС України в Одеській області,пожежний-рятувальник чергової зміни,https://declarations.com.ua/declaration/nacp_9b056e85-c940-47e0-9faf-5de655408181
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2019,Баришівське відділення поліції Переяслав-Хмельницького відділу поліції ГУНП в Київській області,начальник відділення поліції ,https://declarations.com.ua/declaration/nacp_40c6673b-2591-4dd3-9ccd-ad88c9a7aedf
Харченко Олександр Сергійович,Юлія,Миколаївна,Харченко,2018,Департамент житлово-комунального господарства Кам'янець-Подільської міської ради,головний спеціаліст-юрисконсульт,https://declarations.com.ua/declaration/nacp_fafc82bc-71ce-47c3-8194-ae2ef76b5b0a
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2019,Військова частина А0135,Начальник відділення поточного планування застосування повітряної компоненти центру управління операціями,https://declarations.com.ua/declaration/nacp_85b14054-0979-402c-a460-a72d2553f354
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2019,новокаховський вп,старший оперуповноважений,https://declarations.com.ua/declaration/nacp_7ede6f02-e40f-4170-953f-ea14ddebce44
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2018,новокаховський вп,старший оперуповноважений,https://declarations.com.ua/declaration/nacp_2e958443-fdc6-4b82-b653-3b2e6092a107
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2018,Військова частина А0135,Старший офіцер відділу планування застосування авіації та ППО центру авіації та ППО,https://declarations.com.ua/declaration/nacp_a2a79b46-ebb4-4701-9ea3-f20c71f6cd9d
Харченко Олександр Сергійович,Юлія,Миколаївна,Харченко,2019,Департамент житлово-комунального господарства Кам'янець-Подільської міської ради,головний спеціаліст-юрисконсульт,https://declarations.com.ua/declaration/nacp_68afc1ae-c80f-46ca-8adc-1e9e4186af05
Харченко Олександр Сергійович,Олександр,Сергійович,Харченко,2019,7 ДЧСПТ 6 ДПРЗ ГУ ДСНС України в Одеській області,пожежний-рятувальник чергової зміни,https://declarations.com.ua/declaration/nacp_10659020-fb50-4096-ae95-c5a27f0f3a8a
Харченко Олександр Сергійович,Олена,Миколаївна,Харченко,2019,Департамент агропромислового розвитку Херсонської обласної державної адміністрації,"головний спеціаліст відділу євроінтеграції, сертифікації та сатндартизації продукції харчової та переробної промисловості ",https://declarations.com.ua/declaration/nacp_1232a9d1-4018-41d6-b4d7-ec2dbc2aa80d
Харченко Олександр Сергійович,Дарина,Олександрівна,Харченко,2018,Міністерство юстиції,головний спеціаліст експертно-методичного відділу Секретаріату Уповноваженого у справах Європейського суду з прав людини Міністерства юстиції України,https://declarations.com.ua/declaration/nacp_c1829152-085d-4017-8bb7-dd3af8cef686
Харченко Олександр Сергійович,Дарина,Олександрівна,Харченко,2018,Міністерство юстиції,головний спеціаліст експертно-методичного відділу Секретаріату Уповноваженого у справах Європейського суду з прав людини Міністерства юстиції України,https://declarations.com.ua/declaration/nacp_9bbeeb96-85ac-4573-a9cd-3fa4b7f2a3f6
Харченко Олександр Сергійович,Олена,Миколаївна,Харченко,2018,Департамент агропромислового розвитку Херсонської обласної державної адміністрації,"головний спеціаліст відділу євроінтеграції, сертифікації та сатндартизації продукції харчової та переробної промисловості ",https://declarations.com.ua/declaration/nacp_18d5ff16-a790-4139-82c0-6b44db393180
Харченко Олександр Сергійович,Сергій,Анатолійович,Харченко,2018,військова частина 2451,офіцер відділу,https://declarations.com.ua/declaration/nacp_82b59ff4-7325-4221-b5a8-b45d8527449e
Харченко Олександр Сергійович,Сергій,Анатолійович,Харченко,2019,військова частина 2451,офіцер відділу,https://declarations.com.ua/declaration/nacp_f14a1800-da53-44f1-8d46-ddcd1925cea4
Харченко Олександр Сергійович,Сергій,Миколайович,Харченко,2019,Старобільсько-Новопсковський ОРВК,водій,https://declarations.com.ua/declaration/nacp_97111329-afbd-496f-a3d0-9441d6623563
Раулець Іван Михайлович,Іван,Михайлович,Раулець,2018,Луцький ВП ГУНП у Волинській області,старший оперуповноважений ВКП,https://declarations.com.ua/declaration/nacp_1d881b93-32cc-4727-9589-e77453b2ca00
Раулець Іван Михайлович,Іван,Михайлович,Раулець,2019,Луцький ВП ГУНП у Волинській області,старший оперуповноважений ВКП,https://declarations.com.ua/declaration/nacp_f2f593f8-912f-41ed-9519-6a698580cf87
Рудницький Юрій Володимирович,Катерина,Анатоліївна,Рудницька,2018,Головне управління ДФС у Волинській області,головний державний ревізор-інспектор управління аудиту,https://declarations.com.ua/declaration/nacp_07e346e9-72bf-4ff3-9747-786a0678e6e3
Рудницький Юрій Володимирович,Катерина,Анатоліївна,Рудницька,2019,Головне управління ДПС у Волинській області,головний державний ревізор-інспектор,https://declarations.com.ua/declaration/nacp_e832308f-21ef-4b72-afbe-71dd860627cc
Корнійчук Юлія Олегівна,Юлія,Миколаївна,Корнійчук,2019,ГУ ДПС у Вінницькій області,Старший державний ревізор-інспектор ,https://declarations.com.ua/declaration/nacp_af9101fd-d58b-4c7a-83c5-d92c686ef4f5
Корнійчук Юлія Олегівна,Юлія,Миколаївна,Корнійчук,2018,ГУ ДФС у Вінницькій області,Старший державний ревізор-інспектор відділу адміністрування податків і зборів з фізичних осіб Козятинського управління ГУ ДФС у Вінницькій області,https://declarations.com.ua/declaration/nacp_9cbe46b7-4cd3-4e67-912f-96fec41dd70f
Корнійчук Юлія Олегівна,Анатолій,Анатолійович,Корнійчук,2018,Управління патрульної поліції в Кіровоградській області департаменту патрульної поліції національної поліції України,Начальник відділу розшуку та опрацювання матеріалів ДТП,https://declarations.com.ua/declaration/nacp_ac1aa6c2-56b2-43a1-a635-6ec7bc7dcee9
Корнійчук Юлія Олегівна,Анатолій,Анатолійович,Корнійчук,2019,Управління патрульної поліції в Кіровоградській області департаменту патрульної поліції національної поліції України,Начальник відділу розшуку та опрацювання матеріалів ДТП,https://declarations.com.ua/declaration/nacp_e7112c55-1a77-41ee-9413-b6e2d87fa4e5
Корнійчук Юлія Олегівна,Лілія,Ернстівна,Луцик,2018,Управління соціального захисту населення Гощанської РДА,"головний спеціаліст відділу соціальних виплат,допомог та субсидій",https://declarations.com.ua/declaration/nacp_5ae42de4-f8d8-4aba-826b-59f0e12ae95c
Корнійчук Юлія Олегівна,Наталія,Валеріївна,Кукурік,2019,Регіональний центр з надання безоплатної вторинної правової допомоги у Волинській області,начальник відділу організації надання безоплатної вторинної правової допомоги,https://declarations.com.ua/declaration/nacp_223d4d70-0dce-41f3-9a89-2038b79721da
Мазурик Інна Василівна,Інна,Василівна,Мазурик,2019,Українське державне підприємство Укрінтеравтосервіс,Заступник директора,https://declarations.com.ua/declaration/nacp_f5e1ab50-0b0e-4ba9-a256-00d7913973ee
Мазурик Інна Василівна,Валерій,Миколайович,Герун,2018,ГУНП у Волинській області,старший інспектор,https://declarations.com.ua/declaration/nacp_b747b794-6ebd-482a-988d-5ffb8a21147f
Мазурик Інна Василівна,Валерій,Миколайович,Герун,2018,ГУНП у Волинській області,старший інспектор,https://declarations.com.ua/declaration/nacp_f9074833-ad18-4c13-bc47-13b4d2bdef4e
Рихлюк Юрій Олександрович,Юрій,Олександрович,Рихлюк,2018,Головне управління Національної поліції у Волинській області,Заступник начальника управління КОРД ГУНП у Волинській області,https://declarations.com.ua/declaration/nacp_96596905-f9fd-4a9e-822b-6573591db8fc
Рихлюк Юрій Олександрович,Юрій,Олександрович,Рихлюк,2019,Головне управління Національної поліції у Волинській області,Заступник начальника управління КОРД ГУНП у Волинській області,https://declarations.com.ua/declaration/nacp_3b8881ea-f4b5-4b30-8540-64296ef9095b
Леферович Владислав Петрович,Оксана,Василівна,Леферович,2018,"Управління соціальних служб для сім'ї, дітей та молоді Луцької міської ради",головний спеціаліст відділу соціальних проектів,https://declarations.com.ua/declaration/nacp_3568a15b-cc16-4165-89f9-879ae5578da0
Леферович Владислав Петрович,Оксана,Василівна,Леферович,2018,"Управління соціальних служб для сім'ї, дітей та молоді Луцької міської ради",головний спеціаліст відділу соціальних проектів,https://declarations.com.ua/declaration/nacp_632bb4ed-aa87-4abf-8438-26026478b11c
Боярчук Олексій Миколайович,Олексій,Миколайович,Боярчук,2019,Військова частина,військовослужбовець,https://declarations.com.ua/declaration/nacp_fc89e745-92a3-47cc-9f58-e79860b6e3be
Таргонський Сергій Володимирович,Сергій,Володимирович,Таргонський,2019,Луцький ВП ГУНП у Волинській області,старший оперуповноважений відділу кримінальної поліції,https://declarations.com.ua/declaration/nacp_a1d99ff7-e06e-42f9-895e-7725589efdcd
Таргонський Сергій Володимирович,Сергій,Володимирович,Таргонський,2018,Луцький ВП ГУНП у Волинській області,старший оперуповноважений відділу кримінальної поліції,https://declarations.com.ua/declaration/nacp_a8e3444f-b9c4-4084-bfb8-f53b21aa386f
Таргонський Сергій Володимирович,Віталій,Андрійович,Примак,2018,"ДП ""Остківський лісгосп"" Біловізьке лісництво",майстер лісу,https://declarations.com.ua/declaration/nacp_7bc42b01-8e5b-4cd6-86b2-e3bc46280e89
Родін Руслан Михайлович,Руслан,Михайлович,Родін,2018,"Державне підприємство ""Луцький ремонтний завод ""Мотор""",заступник начальника зміни служби майнової та фізичної безпеки,https://declarations.com.ua/declaration/nacp_4586e9e9-737a-4d4e-87eb-51ee14febbdf
Родін Руслан Михайлович,Руслан,Михайлович,Родін,2019,Державне підприємство Луцький ремонтний завод Мотор,заступник начальника зміни служби майнової та фізичної безпеки,https://declarations.com.ua/declaration/nacp_af5315dd-e56d-4875-82ff-4abb38a96aca
Савула Ігор Степанович,Ігор,Степанович,Савула,2019,ГУНП у Волинській області,о/у УКР,https://declarations.com.ua/declaration/nacp_23bb2de2-d620-46bf-a8e6-3ae81a45db37
Савула Ігор Степанович,Ігор,Степанович,Савула,2018,Луцький ВП ГУНП у Волинській області,старший оперуповноважений,https://declarations.com.ua/declaration/nacp_edfb5166-e0e7-47d0-8b60-93f7257da84b
Хомич Валентин Васильович,Валентин,Васильович,Хомич,2018,депутат Світязької сільської ради,депутат Світязької сільської ради,https://declarations.com.ua/declaration/nacp_398bf18f-7381-4d83-b90b-df7c2ee0bbc3
Хомич Валентин Васильович,Валентин,Васильович,Хомич,2020,депутат Світязької сільської ради,депутат Світязької сільської ради,https://declarations.com.ua/declaration/nacp_bb19d2dc-2c14-43d9-af71-4216554b75f1
Хомич Валентин Васильович,Валентин,Васильович,Хомич,2019,депутат Світязької сільської ради,депутат Світязької сільської ради,https://declarations.com.ua/declaration/nacp_bc549d35-3c9e-4076-882b-b8bcd6527c9d
Климчук Вікторія Сергіївна,Сергій,Іванович,Климчук,2018,Відсутнє,Військовий пенсіонер,https://declarations.com.ua/declaration/nacp_ed433c85-bef0-40dd-9ff2-607cd45022d4
Півторак Олександр Олександрович,Олександр,Олександрович,Півторак,2019,ГУНП у Волинській області,Старший інспектор відділу озброєння УЛМТЗ,https://declarations.com.ua/declaration/nacp_45e380c0-19bb-4307-9f6b-1530db7a0f58
Півторак Олександр Олександрович,Олександр,Олександрович,Півторак,2018,Луцький ВП ГУНП у Волинській області,Слідчий,https://declarations.com.ua/declaration/nacp_ac2d20e2-87f6-4051-b78e-aed2e39318a0
Півторак Олександр Олександрович,Олександр,Олександрович,Півторак,2018,Луцький ВП ГУНП у Волинській області,Слідчий,https://declarations.com.ua/declaration/nacp_515d0605-23ee-4e8e-9456-57b6c7978160
Маринюк Зінаїда Федорівна,Микола,Віталійович,Маринюк,2018,Не працюючий,Не працюючий,https://declarations.com.ua/declaration/nacp_10a5898f-6f11-4ac8-baf7-df47c8628deb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_c447b03a-d89f-4960-9a44-52ef54b67f73
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2018,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_9ec5b427-1bb7-4fd5-a8c7-e09255b3d1c6
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_a9398a6b-16f9-4b14-bfee-95adbbe682bb
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2019,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_bbf2f1e4-4c4b-4ad0-9baa-c3e4b5589bdb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2019,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_f32b0e68-3f47-4814-8631-51aa9edd8954
Маринюк Зінаїда Федорівна,Микола,Віталійович,Маринюк,2018,Не працюючий,Не працюючий,https://declarations.com.ua/declaration/nacp_10a5898f-6f11-4ac8-baf7-df47c8628deb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_c447b03a-d89f-4960-9a44-52ef54b67f73
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2018,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_9ec5b427-1bb7-4fd5-a8c7-e09255b3d1c6
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_a9398a6b-16f9-4b14-bfee-95adbbe682bb
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2019,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_bbf2f1e4-4c4b-4ad0-9baa-c3e4b5589bdb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2019,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_f32b0e68-3f47-4814-8631-51aa9edd8954
Маринюк Зінаїда Федорівна,Микола,Віталійович,Маринюк,2018,Не працюючий,Не працюючий,https://declarations.com.ua/declaration/nacp_10a5898f-6f11-4ac8-baf7-df47c8628deb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_c447b03a-d89f-4960-9a44-52ef54b67f73
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2018,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_9ec5b427-1bb7-4fd5-a8c7-e09255b3d1c6
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2018,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_a9398a6b-16f9-4b14-bfee-95adbbe682bb
Маринюк Зінаїда Федорівна,Леся,Сергіївна,Маринюк,2019,Головне управління Держгеокадастру у Волинській області,Провідний спеціаліст відділу роботи з персоналом територіальних структурних підрозділів Головного управління Держгеокадастру у Волинській,https://declarations.com.ua/declaration/nacp_bbf2f1e4-4c4b-4ad0-9baa-c3e4b5589bdb
Маринюк Зінаїда Федорівна,Анатолій,Віталійович,Маринюк,2019,Волинський обласний військовий комісаріат,Офіцер групи морально-психологічного забезпечення та зв'язків з громадськістю,https://declarations.com.ua/declaration/nacp_f32b0e68-3f47-4814-8631-51aa9edd8954
Боровик Василь Васильович,Василь,Васильович,Боровик,2018,Регіональна філія Лвівська залізниця ВСП Лвівський загін воєнізованої охорони,Начальник відділення СК ст Сарни,https://declarations.com.ua/declaration/nacp_a0ea3c5e-0ae8-4af3-ba7b-2d9023b2f2f8
Боровик Василь Васильович,Оксана,Юріївна,Боровик,2018,Ізюмська сільська рада Борівського району Харківської області,Секретар сільської ради,https://declarations.com.ua/declaration/nacp_d5fcc2d4-d069-4fab-92c9-3782240b3741
Боровик Василь Васильович,Оксана,Юріївна,Боровик,2020,Ізюмська сільська рада Борівського району Харківської області,Секретар сільської ради,https://declarations.com.ua/declaration/nacp_7b8df74a-39d9-4871-b58f-882c870f6088
